시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
서울특별시,중구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,청소행정과,02-3396-5486,2021-10-19,3010000,서울특별시 중구
서울특별시,중구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2000,0,3000,4000,0,0,청소행정과,02-3396-5486,2021-10-19,3010000,서울특별시 중구
충청남도,청양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,600,1000,0,1300,0,0,0,충청남도 청양군청 환경보호과,041-940-2254,2021-10-19,4590000,충청남도 청양군
충청남도,논산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,470,0,1170,0,0,2320,0,0,환경과,041-746-5533,2021-10-13,4540000,충청남도 논산시
충청남도,논산시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,환경과,041-746-5533,2021-10-13,4540000,충청남도 논산시
경상남도,통영시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,140,0,0,0,1240,0,1850,0,0,0,자원순환과,055-650-1330,2021-10-18,5330000,경상남도 통영시
경상남도,통영시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,500,0,0,0,0,0,0,0,자원순환과,055-650-1330,2021-10-18,5330000,경상남도 통영시
경상남도,통영시,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,90,140,260,500,0,0,0,0,0,0,0,자원순환과,055-650-1330,2021-10-18,5330000,경상남도 통영시
충청남도,금산군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,60,110,210,0,500,0,750,1000,0,0,환경자원과,041-750-2535,2021-10-17,4550000,충청남도 금산군
충청남도,천안시,규격봉투,소각용,생활쓰레기,가정용,40,0,50,0,60,140,250,500,750,1150,0,1730,0,0,0,청소행정과,041-521-5421,2021-10-15,4490000,충청남도 천안시
경상남도,사천시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,0,130,250,500,0,1200,0,0,2410,0,0,환경사업소,055-831-5600,2021-10-15,5340000,경상남도 사천시
경상남도,사천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,130,250,500,0,0,0,0,0,0,0,환경사업소,055-831-5600,2021-10-15,5340000,경상남도 사천시
경상남도,사천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,환경사업소,055-831-5600,2021-10-15,5340000,경상남도 사천시
부산광역시,연제구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,130,200,390,770,1150,1860,0,2770,3680,0,0,자원순환과,051-665-4436,2021-10-15,3370000,부산광역시 연제구
경상남도,창원시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,350,700,0,1790,0,2690,0,0,0,자원순환과,055-225-3564,2021-10-15,5670000,경상남도 창원시
경상북도,문경시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,140,270,0,650,0,0,1200,0,0,환경보호과,054-550-6192,2021-06-30,5120000,경상북도 문경시
경기도,동두천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,250,550,0,1250,0,2000,0,0,0,동두천시청 환경보호과,031-860-2100,2021-06-30,3920000,경기도 동두천시
경기도,동두천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2000,0,3600,0,0,0,0,0,동두천시청 환경보호과,031-860-2100,2021-06-30,3920000,경기도 동두천시
경기도,동두천시,규격봉투,기타,음식물쓰레기,가정용,30,0,50,0,70,120,250,550,0,0,0,0,0,0,0,동두천시청 환경보호과,031-860-2100,2021-06-30,3920000,경기도 동두천시
대전광역시,서구,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,100,170,330,660,0,1650,0,2480,0,0,0,자원순환과,042-288-3574,2021-06-30,3660000,대전광역시 서구
광주광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,청소행정과,062-608-2504,2021-06-30,3590000,광주광역시 동구
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
경기도,양평군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,790,1550,0,0,0,0,0,0,0,환경과,031-770-2252,2020-12-21,4170000,경기도 양평군
광주광역시,북구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,3640,0,0,청소행정과,062-410-6511,2020-12-20,3620000,광주광역시 북구
전라남도,장성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,50,70,140,280,420,700,0,1040,0,1680,0,환경위생과,061-390-7336,2020-12-18,4980000,전라남도 장성군
전라남도,화순군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,100,190,380,0,920,0,0,0,0,0,환경과,061-379-3604,2020-12-18,4900000,전라남도 화순군
인천광역시,옹진군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,160,310,620,0,1540,0,0,3070,0,0,환경녹지과,032-899-2624,2021-11-16,3580000,인천광역시 옹진군
인천광역시,옹진군,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,190,300,630,1260,0,0,0,0,0,0,0,환경녹지과,032-899-2624,2021-11-16,3580000,인천광역시 옹진군
전라남도,영암군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,390,0,980,0,1480,1970,0,0,환경보전과,061-470-2336,2021-11-09,4940000,전라남도 영암군
전라남도,구례군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,60,110,220,0,540,0,830,0,0,0,환경교통과,061-780-2143,2021-10-31,4870000,전라남도 구례군
전라남도,구례군,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,60,110,220,0,540,0,830,0,0,0,환경교통과,061-780-2143,2021-10-31,4870000,전라남도 구례군
전라남도,구례군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,60,110,220,0,540,0,830,0,0,0,환경교통과,061-780-2143,2021-10-31,4870000,전라남도 구례군
경상남도,하동군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0,환경보호과,055-880-2584,2021-10-14,5440000,경상남도 하동군
전라남도,강진군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,160,290,0,700,0,0,0,0,0,환경축산과,061-430-3967,2021-11-03,4920000,전라남도 강진군
전라남도,강진군,재사용규격봉투,기타,생활쓰레기,가정용,0,0,0,0,0,0,160,290,0,0,0,0,0,0,0,환경축산과,061-430-3967,2021-11-03,4920000,전라남도 강진군
충청남도,서천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,60,100,150,300,450,0,0,0,0,0,0,환경보호과,041-950-4395,2021-10-15,4580000,충청남도 서천군
충청남도,서천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,150,300,450,750,0,1200,0,0,0,환경보호과,041-950-4395,2021-10-15,4580000,충청남도 서천군
경상남도,밀양시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,370,700,0,1720,0,2560,0,0,0,환경관리과,055-359-5321,2021-10-15,5360000,경상남도 밀양시
경상남도,밀양시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,370,700,0,0,0,0,0,0,0,환경관리과,055-359-5321,2021-10-15,5360000,경상남도 밀양시
경상남도,밀양시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1720,0,0,0,0,0,환경관리과,055-359-5321,2021-10-15,5360000,경상남도 밀양시
인천광역시,연수구청,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2780,0,0,0,연수구청 자원순환과,032-749-7857,2021-10-25,3520000,인천광역시 연수구
인천광역시,연수구청,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,310,620,0,0,0,0,0,0,0,연수구청 자원순환과,032-749-7857,2021-10-25,3520000,인천광역시 연수구
인천광역시,연수구청,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,2010,0,3980,0,0,0,8250,연수구청 자원순환과,032-749-7857,2021-10-25,3520000,인천광역시 연수구
충청북도,영동군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,80,160,310,660,710,0,1640,1700,0,0,환경과,043-740-3413,2021-10-20,4440000,충청북도 영동군
강원도,속초시,규격봉투,소각용,음식물쓰레기,가정용/사업용,50,0,0,0,80,100,200,400,0,0,0,0,0,0,0,환경위생과,033-639-2337,2020-10-20,4230000,강원도 속초시
강원도,속초시,규격봉투,소각용,생활쓰레기,가정용/사업용,0,0,0,0,0,100,200,400,550,950,0,1400,1900,0,0,환경위생과,033-639-2337,2020-10-20,4230000,강원도 속초시
강원도,속초시,재사용규격봉투,소각용,생활쓰레기,가정용/사업용,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0,환경위생과,033-639-2337,2020-10-20,4230000,강원도 속초시
강원도,속초시,특수규격마대,매립용,생활쓰레기,가정용/사업용,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,환경위생과,033-639-2337,2020-10-20,4230000,강원도 속초시
충청남도,아산시,규격봉투,소각용,생활쓰레기,가정용,20,0,40,0,60,100,180,350,0,850,0,1300,1700,0,0,아산시시설관리공단 환경시설팀,041-538-1921,2020-10-14,4520000,충청남도 아산시
서울특별시,송파구,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,800,0,2000,0,3000,0,0,0,자원순환과,02-2147-2840,2021-02-19,3230000,서울특별시 송파구
서울특별시,송파구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,820,0,2040,0,3300,0,0,0,자원순환과,02-2147-2840,2021-02-19,3230000,서울특별시 송파구
강원도,춘천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,140,230,470,0,1140,0,0,2280,0,0,자원순환과,033-250-3133,2020-12-14,4180000,강원도 춘천시
강원도,춘천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,140,230,470,0,0,0,0,0,0,0,자원순환과,033-250-3133,2020-12-14,4180000,강원도 춘천시
강원도,춘천시,규격봉투,매립용,음식물쓰레기,가정용,0,0,50,0,80,140,230,470,0,0,0,0,0,0,0,자원순환과,033-250-3133,2020-12-14,4180000,강원도 춘천시
서울특별시,서초구,규격봉투,소각용,생활쓰레기,영업용,0,0,0,0,0,0,0,520,0,1330,0,2000,0,0,0,청소행정과,02-2155-6723,2021-10-05,3210000,서울특별시 서초구
서울특별시,서초구,규격봉투,기타,음식물쓰레기,가정용,100,0,200,0,300,500,1000,2000,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2021-10-05,3210000,서울특별시 서초구
서울특별시,서초구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2021-10-05,3210000,서울특별시 서초구
서울특별시,서초구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,청소행정과,02-2155-6723,2021-10-05,3210000,서울특별시 서초구
대구광역시,달성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,150,290,560,850,1400,0,2080,2770,0,0,청소위생과,053-668-2713,2021-10-20,3480000,대구광역시 달성군
경기도,하남시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,130,260,500,0,1240,0,1860,2470,0,0,자원순환과,031-790-6251,2021-10-18,4040000,경기도 하남시
경기도,하남시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,500,0,0,0,0,0,0,0,자원순환과,031-790-6929,2021-10-18,4040000,경기도 하남시
전라남도,목포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,210,400,600,990,0,1470,1950,0,0,자원순환과,061-270-8502,2021-10-19,4800000,전라남도 목포시
전라남도,고흥군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,30,90,140,260,0,450,0,0,830,0,0,환경산림과,061-830-5812,2021-10-19,4880000,전라남도 고흥군
광주광역시,없음,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,자원순환과,062-613-1692,2021-10-19,6290000,광주광역시
경상남도,함양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,60,100,200,400,0,980,0,0,0,0,0,환경위생과,055-960-6130,2021-10-19,5460000,경상남도 함양군
경상남도,함양군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,환경위생과,055-960-6130,2021-10-19,5460000,경상남도 함양군
서울특별시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,1880,2500,0,0,청소행정과,02-3396-5486,2021-10-19,3010000,서울특별시 중구
서울특별시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,0,0,490,0,0,0,0,0,0,0,청소행정과,02-3396-5486,2021-10-19,3010000,서울특별시 중구
경상북도,영양군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,100,200,0,480,0,0,960,0,0,환경보전과,054-680-6522,2020-12-24,5170000,경상북도 영양군
경상북도,영양군,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,환경보전과,054-680-6522,2020-12-24,5170000,경상북도 영양군
경상북도,영양군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,환경보전과,054-680-6522,2020-12-24,5170000,경상북도 영양군
경상북도,의성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,60,85,170,340,0,750,0,0,1500,0,0,환경과,054-830-6571,2020-12-10,5150000,경상북도 의성군
충청남도,태안군,규격봉투,소각용,생활쓰레기,가정용,0,0,50,0,75,100,180,350,480,830,0,1180,1650,0,0,환경산림과,041-670-2795,2020-12-01,4620000,충청남도 태안군
충청남도,태안군,규격봉투,기타,음식물쓰레기,가정용,0,0,50,0,90,130,300,550,780,0,0,0,0,0,0,환경산림과,041-670-2796,2020-12-01,4620000,충청남도 태안군
충청남도,태안군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,180,350,0,0,0,0,0,0,0,환경산림과,041-670-2797,2020-12-01,4620000,충청남도 태안군
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,0,2800,0,0,환경과,031-770-2252,2020-12-21,4170000,경기도 양평군
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,270,550,0,0,0,0,0,0,0,환경과,031-770-2252,2020-12-21,4170000,경기도 양평군
경기도,양평군,규격봉투,기타,음식물쓰레기,가정용,50,0,0,0,90,150,300,0,0,0,0,0,0,0,0,환경과,031-770-2252,2020-12-21,4170000,경기도 양평군
부산광역시,서구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,청소행정과,051-240-4436,2021-08-20,3260000,부산광역시 서구
전라남도,해남군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,210,430,0,1050,0,1580,0,0,0,환경교통과,061-530-5336,2021-08-04,4930000,전라남도 해남군
경기도,안양시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,150,300,550,0,1400,0,0,2800,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
경기도,안양시,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,150,300,550,0,1400,0,0,2800,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
경기도,안양시,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,150,300,550,0,1400,0,0,2800,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
경기도,안양시,규격봉투,소각용,음식물쓰레기,가정용,0,50,0,80,0,150,300,550,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
경기도,안양시,규격봉투,소각용,음식물쓰레기,사업장용,0,50,0,80,0,150,300,550,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
경기도,안양시,규격봉투,소각용,음식물쓰레기,기타,0,50,0,80,0,150,300,550,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
경기도,안양시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2021-08-19,3830000,경기도 안양시
부산광역시,중구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1280,4490,0,6590,0,0,0,자원순환과,051-600-4434,2021-10-19,3250000,부산광역시 중구
경기도,화성시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,270,540,0,1350,0,0,2700,0,0,자원순환과,031-5189-6897,2021-10-21,5530000,경기도 화성시
경기도,화성시,재사용규격봉투,기타,음식물쓰레기,가정용,60,0,0,0,180,290,580,1170,0,0,0,0,0,0,0,자원순환과,031-5189-6897,2021-10-21,5530000,경기도 화성시
경기도,화성시,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,140,270,540,0,1350,0,0,0,0,0,자원순환과,031-5189-6897,2021-10-21,5530000,경기도 화성시
경기도,화성시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,270,540,0,0,0,0,0,0,0,자원순환과,031-5189-6897,2021-10-21,5530000,경기도 화성시
경기도,화성시,재사용규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2530,0,0,5060,0,0,자원순환과,031-5189-6897,2021-10-21,5530000,경기도 화성시
경기도,화성시,특수규격마대,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,자원순환과,031-5189-6897,2021-10-21,5530000,경기도 화성시
강원도,태백시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,370,0,890,0,1320,0,0,0,환경과,033-550-2063,2021-10-15,4220000,강원도 태백시
충청남도,공주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,320,480,790,0,0,1560,0,0,자원순환과,041-840-8573,2021-10-22,4500000,충청남도 공주시
충청남도,아산시,규격봉투,소각용,생활쓰레기,가정용,0,0,37,0,55,91,164,319,0,774,0,0,1547,0,0,아산시시설관리공단 환경시설팀,041-538-1921,2020-03-03,B553452,아산시시설관리공단
경상북도,영양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,100,200,0,480,0,0,960,0,0,환경보전과,054-680-6522,2020-12-24,5170000,경상북도 영양군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2021-08-17,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2021-08-17,4750000,전라북도 장수군
경상북도,성주군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,150,300,440,720,0,1070,1420,0,0,환경과,054-930-6193,2020-07-10,5210000,경상북도 성주군
경상북도,성주군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,80,150,300,440,720,0,1070,1420,0,0,환경과,054-930-6193,2020-07-10,5210000,경상북도 성주군
